6222010487,2018-10-01,withdraw,1400
6222010900,2018-10-01,withdraw,2300
6222010688,2018-10-01,withdraw,100
6222010564,2018-10-01,deposit,2000
6222010789,2018-10-02,deposit,2000
6222010114,2018-10-02,withdraw,3000
6222010934,2018-10-02,deposit,2400
6222010501,2018-10-02,deposit,500
6222010080,2018-10-02,withdraw,1800
6222010527,2018-10-02,deposit,2100
6222010904,2018-10-02,withdraw,200
6222010624,2018-10-02,deposit,2400
6222010329,2018-10-02,withdraw,1600
6222010809,2018-10-02,deposit,100
6222010486,2018-10-02,withdraw,1500
6222010707,2018-10-02,withdraw,2300
6222010267,2018-10-02,withdraw,2700
6222010712,2018-10-02,deposit,2500
6222010852,2018-10-02,withdraw,2800
6222010060,2018-10-02,deposit,1800
6222010420,2018-10-02,deposit,1700
6222010009,2018-10-02,withdraw,2700
6222010081,2018-10-02,deposit,1800
6222010389,2018-10-02,withdraw,1000
6222010455,2018-10-03,deposit,700
6222010474,2018-10-03,withdraw,1400
6222010509,2018-10-03,withdraw,1700
6222010838,2018-10-03,withdraw,2300
6222010795,2018-10-03,withdraw,2700
6222010356,2018-10-03,deposit,2700
6222010807,2018-10-03,deposit,2200
6222010110,2018-10-03,withdraw,2300
6222010348,2018-10-03,withdraw,300
6222010309,2018-10-03,withdraw,2800
6222010942,2018-10-03,withdraw,400
6222010440,2018-10-03,deposit,900
6222010268,2018-10-03,deposit,2800
6222010867,2018-10-03,withdraw,200
6222010696,2018-10-03,withdraw,2000
6222010573,2018-10-03,withdraw,3000
6222010214,2018-10-03,withdraw,2500
6222010489,2018-10-03,deposit,2000
6222010703,2018-10-03,withdraw,1100
6222010729,2018-10-03,withdraw,2000
6222010063,2018-10-03,deposit,300
6222010742,2018-10-03,withdraw,1200
6222010021,2018-10-03,withdraw,2900
6222010911,2018-10-03,deposit,2600
6222010703,2018-10-03,deposit,2200
6222010788,2018-10-03,withdraw,800
6222010242,2018-10-03,deposit,2300
6222010322,2018-10-03,withdraw,1000
6222010970,2018-10-03,withdraw,500
6222010716,2018-10-03,withdraw,200
6222010528,2018-10-03,withdraw,1900
6222010777,2018-10-03,withdraw,500
6222010699,2018-10-03,deposit,800
6222010919,2018-10-03,deposit,2700
6222010709,2018-10-03,deposit,2500
6222010906,2018-10-03,deposit,400
6222010531,2018-10-03,withdraw,100
6222010207,2018-10-03,withdraw,200
6222010106,2018-10-03,withdraw,1800
6222010546,2018-10-03,deposit,2100
6222010990,2018-10-03,deposit,1300
6222010783,2018-10-03,withdraw,1200
6222010956,2018-10-03,deposit,1700
6222010034,2018-10-03,withdraw,1200
6222010647,2018-10-03,deposit,400
6222010311,2018-10-03,withdraw,2100
6222010409,2018-10-03,deposit,1000
6222010694,2018-10-03,deposit,1000
6222010172,2018-10-03,deposit,600
6222010194,2018-10-04,withdraw,2200
6222010361,2018-10-04,withdraw,1700
6222010455,2018-10-04,withdraw,900
6222010897,2018-10-04,deposit,700
6222010623,2018-10-04,withdraw,1300
6222010329,2018-10-04,withdraw,2000
6222010572,2018-10-04,deposit,1400
6222010383,2018-10-04,withdraw,1400
6222010443,2018-10-04,deposit,1300
6222010010,2018-10-04,withdraw,1400
6222010215,2018-10-04,deposit,1900
6222010447,2018-10-04,deposit,1700
6222010853,2018-10-04,deposit,1400
6222010635,2018-10-04,deposit,200
6222010065,2018-10-04,withdraw,1600
6222010526,2018-10-04,deposit,1000
6222010164,2018-10-04,deposit,1300
6222010258,2018-10-04,deposit,1900
6222010755,2018-10-04,withdraw,1600
6222010339,2018-10-04,deposit,700
6222010101,2018-10-04,deposit,2500
6222010142,2018-10-04,withdraw,500
6222010718,2018-10-04,withdraw,200
6222010455,2018-10-04,withdraw,600
6222010959,2018-10-04,deposit,600
6222010998,2018-10-04,deposit,2900
6222010811,2018-10-04,withdraw,3000
6222010709,2018-10-04,withdraw,2200
6222010297,2018-10-04,deposit,200
6222010160,2018-10-04,withdraw,1700
6222010287,2018-10-04,withdraw,1500
6222010596,2018-10-04,deposit,1500
6222010014,2018-10-04,deposit,2500
6222010747,2018-10-04,withdraw,2300
6222010347,2018-10-04,deposit,700
6222010570,2018-10-04,withdraw,2400
6222010206,2018-10-04,deposit,2100
6222010961,2018-10-04,deposit,1200
6222010107,2018-10-04,withdraw,500
6222010683,2018-10-04,withdraw,2000
6222010593,2018-10-04,deposit,1000
6222010959,2018-10-05,deposit,2100
6222010953,2018-10-05,deposit,1100
6222010707,2018-10-05,withdraw,2200
6222010686,2018-10-05,withdraw,300
6222010296,2018-10-05,deposit,1800
6222010216,2018-10-05,withdraw,1200
6222010793,2018-10-05,withdraw,2800
6222010859,2018-10-05,withdraw,700
6222010036,2018-10-05,deposit,2600
6222010707,2018-10-05,withdraw,2400
6222010472,2018-10-05,deposit,1000
