Id          date      Act      Amount
6222010998,2018-10-01,withdraw,1500
6222010124,2018-10-01,withdraw,500
6222010884,2018-10-01,withdraw,700
6222010230,2018-10-01,withdraw,1500
6222010839,2018-10-01,deposit,1900
6222010218,2018-10-01,withdraw,1100
6222010117,2018-10-01,withdraw,100
6222010781,2018-10-01,withdraw,3000
6222010691,2018-10-01,deposit,800
6222010151,2018-10-01,withdraw,2500
6222010810,2018-10-01,withdraw,2300
6222010495,2018-10-01,withdraw,2500
6222010932,2018-10-01,withdraw,1300
6222010996,2018-10-01,deposit,2500
6222010673,2018-10-01,deposit,2300
6222010020,2018-10-01,withdraw,1400
6222010436,2018-10-01,deposit,1800
6222010256,2018-10-01,deposit,500
6222010539,2018-10-01,deposit,500
6222010154,2018-10-01,withdraw,1100
6222010814,2018-10-01,withdraw,1800
6222010575,2018-10-01,withdraw,400
6222010170,2018-10-01,withdraw,2400
6222010551,2018-10-01,deposit,2000
6222010225,2018-10-01,deposit,2900
6222010772,2018-10-01,withdraw,1700
6222010543,2018-10-01,deposit,1600
6222010514,2018-10-01,deposit,1200
6222010902,2018-10-01,deposit,1400
6222010731,2018-10-02,withdraw,900
6222010702,2018-10-02,withdraw,2300
6222010064,2018-10-02,deposit,2400
6222010585,2018-10-02,deposit,3000
6222010526,2018-10-02,withdraw,900
6222010719,2018-10-02,withdraw,1500
6222010747,2018-10-02,withdraw,2700
6222010444,2018-10-02,withdraw,2300
6222010130,2018-10-02,withdraw,1200
6222010893,2018-10-02,deposit,2300
6222010898,2018-10-03,withdraw,1500
6222010774,2018-10-03,deposit,100
6222010051,2018-10-03,deposit,1500
6222010036,2018-10-03,withdraw,800
6222010237,2018-10-03,withdraw,1600
6222010422,2018-10-03,withdraw,500
6222010909,2018-10-03,deposit,2200
6222010695,2018-10-03,deposit,2800
6222010108,2018-10-03,withdraw,1600
6222010604,2018-10-03,deposit,2000
6222010776,2018-10-03,deposit,2500
6222010382,2018-10-03,withdraw,2200
6222010063,2018-10-03,deposit,300
6222010683,2018-10-03,deposit,2800
6222010312,2018-10-03,deposit,1900
6222010184,2018-10-03,withdraw,500
6222010184,2018-10-03,withdraw,2000
6222010334,2018-10-03,withdraw,600
6222010781,2018-10-03,withdraw,2400
6222010579,2018-10-03,withdraw,1600
6222010525,2018-10-03,withdraw,1300
6222010554,2018-10-03,withdraw,1500
6222010307,2018-10-03,withdraw,800
6222010340,2018-10-03,withdraw,1500
6222010116,2018-10-04,deposit,500
6222010998,2018-10-04,deposit,2800
6222010535,2018-10-04,withdraw,2400
6222010675,2018-10-04,withdraw,1300
6222010193,2018-10-04,withdraw,800
6222010911,2018-10-04,withdraw,1800
6222010845,2018-10-04,deposit,1100
6222010422,2018-10-04,withdraw,2900
6222010349,2018-10-04,deposit,1800
6222010595,2018-10-04,deposit,600
6222010772,2018-10-04,deposit,400
6222010715,2018-10-04,deposit,1900
6222010776,2018-10-04,withdraw,1100
6222010863,2018-10-04,withdraw,400
6222010746,2018-10-04,withdraw,1600
6222010989,2018-10-04,withdraw,800
6222010904,2018-10-04,withdraw,1400
6222010351,2018-10-04,withdraw,1300
6222010665,2018-10-04,deposit,2200
6222010590,2018-10-04,deposit,2800
6222010874,2018-10-04,deposit,400
6222010594,2018-10-04,withdraw,1200
6222010600,2018-10-04,deposit,1700
6222010505,2018-10-04,deposit,400
6222010827,2018-10-04,withdraw,1100
6222010891,2018-10-05,deposit,400
6222010695,2018-10-05,withdraw,2200
6222010311,2018-10-05,withdraw,900
6222010508,2018-10-05,deposit,2900
6222010415,2018-10-05,withdraw,1600
6222010040,2018-10-05,deposit,2800
6222010978,2018-10-05,withdraw,500
6222010450,2018-10-05,deposit,2600
6222010488,2018-10-05,withdraw,200
6222010149,2018-10-05,withdraw,1400
6222010607,2018-10-05,deposit,1300
6222010414,2018-10-05,withdraw,2800
6222010143,2018-10-05,withdraw,2900
6222010027,2018-10-05,withdraw,1900
6222010077,2018-10-05,withdraw,2700
6222010181,2018-10-05,withdraw,1900
6222010791,2018-10-05,withdraw,1100
6222010199,2018-10-05,withdraw,1100
6222010751,2018-10-05,withdraw,1100
6222010639,2018-10-05,deposit,2500
6222010775,2018-10-05,withdraw,1700
6222010797,2018-10-05,withdraw,2700
6222010127,2018-10-05,deposit,300
6222010089,2018-10-05,withdraw,400
6222010728,2018-10-05,deposit,1800
6222010052,2018-10-06,deposit,2100
6222010992,2018-10-06,deposit,1300
6222010637,2018-10-06,withdraw,2300
6222010789,2018-10-06,deposit,1600
6222010959,2018-10-06,withdraw,2400
6222010513,2018-10-06,withdraw,1900
6222010997,2018-10-06,deposit,800
6222010783,2018-10-06,withdraw,2200
6222010650,2018-10-06,withdraw,2100
6222010521,2018-10-06,deposit,1600
6222010695,2018-10-06,deposit,2200
6222010649,2018-10-06,deposit,600
6222010147,2018-10-06,deposit,900
6222010707,2018-10-06,withdraw,2700
6222010312,2018-10-06,deposit,2800
6222010470,2018-10-06,withdraw,400
6222010510,2018-10-06,deposit,1800
6222010204,2018-10-06,deposit,900
6222010966,2018-10-06,withdraw,400
6222010704,2018-10-06,withdraw,2300
6222010848,2018-10-06,withdraw,1300
6222010844,2018-10-06,withdraw,2900
6222010267,2018-10-06,withdraw,2900
6222010235,2018-10-06,deposit,1300
6222010843,2018-10-06,withdraw,1200
6222010453,2018-10-06,deposit,900
6222010375,2018-10-06,withdraw,2100
6222010162,2018-10-06,withdraw,1200
6222010986,2018-10-06,deposit,3000
6222010833,2018-10-06,deposit,1700
6222010965,2018-10-06,deposit,1300
6222010665,2018-10-06,deposit,1500
6222010408,2018-10-07,deposit,2800
6222010615,2018-10-07,withdraw,2200
6222010885,2018-10-07,deposit,2000
6222010314,2018-10-07,withdraw,1400
6222010868,2018-10-07,withdraw,2700
6222010257,2018-10-07,deposit,500
6222010694,2018-10-07,withdraw,1800
6222010127,2018-10-08,withdraw,3000
6222010597,2018-10-08,deposit,1500
6222010096,2018-10-08,withdraw,200
6222010560,2018-10-08,deposit,300
6222010703,2018-10-08,deposit,1800
6222010435,2018-10-08,withdraw,2300
6222010825,2018-10-08,deposit,800
6222010139,2018-10-08,withdraw,100
6222010587,2018-10-08,withdraw,1200
6222010622,2018-10-08,deposit,1600
6222010186,2018-10-08,deposit,300
6222010242,2018-10-08,withdraw,500
6222010901,2018-10-08,deposit,1400
6222010474,2018-10-08,deposit,500
6222010260,2018-10-08,deposit,1300
6222010250,2018-10-08,withdraw,1000
6222010117,2018-10-08,deposit,400
6222010101,2018-10-08,deposit,300
6222010092,2018-10-08,deposit,1900
6222010607,2018-10-09,withdraw,2400
6222010186,2018-10-09,withdraw,900
6222010873,2018-10-09,deposit,500
6222010117,2018-10-09,deposit,3000
6222010015,2018-10-09,deposit,300
6222010696,2018-10-10,deposit,1700
6222010660,2018-10-10,withdraw,2700
6222010682,2018-10-10,withdraw,2000
6222010911,2018-10-10,deposit,300
6222010434,2018-10-10,deposit,2500
6222010391,2018-10-10,deposit,200
6222010676,2018-10-10,deposit,2500
6222010634,2018-10-10,withdraw,2900
6222010686,2018-10-10,deposit,500
6222010258,2018-10-10,deposit,1200
6222010298,2018-10-10,withdraw,1900
6222010180,2018-10-10,deposit,500
6222010949,2018-10-10,withdraw,600
6222010584,2018-10-10,deposit,3000
6222010638,2018-10-10,deposit,2400
6222010933,2018-10-10,deposit,3000
6222010767,2018-10-10,deposit,400
6222010320,2018-10-10,withdraw,1200
6222010849,2018-10-10,deposit,1200
6222010437,2018-10-10,deposit,2000
6222010679,2018-10-10,deposit,2000
6222010361,2018-10-10,deposit,800
6222010375,2018-10-10,deposit,2800
6222010942,2018-10-10,deposit,600
6222010069,2018-10-10,deposit,2600
6222010844,2018-10-10,deposit,2000
6222010471,2018-10-10,deposit,2900
6222010668,2018-10-10,withdraw,1200
6222010486,2018-10-10,withdraw,300
6222010782,2018-10-10,withdraw,3000
6222010681,2018-10-10,deposit,2600
6222010394,2018-10-10,deposit,2200
6222010057,2018-10-10,deposit,2400
6222010093,2018-10-10,withdraw,1600
6222010824,2018-10-10,deposit,100
6222010398,2018-10-10,deposit,700
6222010811,2018-10-10,withdraw,2800
6222010090,2018-10-11,deposit,100
6222010645,2018-10-11,withdraw,1000
6222010767,2018-10-11,withdraw,2600
6222010383,2018-10-11,withdraw,2400
6222010670,2018-10-11,withdraw,2400
6222010903,2018-10-11,withdraw,100
6222010338,2018-10-11,withdraw,200
6222010700,2018-10-11,deposit,1800
6222010574,2018-10-11,deposit,900
6222010144,2018-10-11,withdraw,900
6222010210,2018-10-11,deposit,1800
6222010641,2018-10-11,withdraw,300
6222010648,2018-10-11,deposit,600
6222010473,2018-10-11,withdraw,2400
6222010675,2018-10-11,deposit,2000
6222010534,2018-10-11,withdraw,1100
6222010450,2018-10-11,withdraw,800
6222010605,2018-10-12,withdraw,2200
6222010320,2018-10-12,withdraw,600
6222010488,2018-10-12,withdraw,2500
6222010430,2018-10-12,deposit,800
6222010322,2018-10-12,deposit,200
6222010081,2018-10-12,withdraw,900
6222010259,2018-10-12,deposit,1700
6222010698,2018-10-12,withdraw,1500
6222010190,2018-10-12,deposit,1800
6222010479,2018-10-12,withdraw,2000
6222010816,2018-10-12,withdraw,1400
6222010166,2018-10-12,deposit,2500
6222010771,2018-10-12,deposit,1600
6222010674,2018-10-12,withdraw,2700
6222010851,2018-10-12,withdraw,800
6222010487,2018-10-12,withdraw,300
6222010738,2018-10-12,deposit,2000
6222010144,2018-10-12,withdraw,2200
6222010359,2018-10-12,deposit,1400
6222010847,2018-10-12,deposit,2500
6222010134,2018-10-12,deposit,1900
6222010126,2018-10-12,withdraw,2200
6222010900,2018-10-12,withdraw,1300
6222010941,2018-10-12,withdraw,2800
6222010835,2018-10-12,deposit,500
6222010016,2018-10-12,deposit,1900
6222010370,2018-10-12,withdraw,1300
6222010335,2018-10-12,deposit,2900
6222010856,2018-10-12,deposit,100
6222010468,2018-10-12,deposit,2200
6222010431,2018-10-12,withdraw,800
6222010126,2018-10-12,deposit,100
